,Movie Id,Genre,Release Date,Rating,Summary,Shooting Location,Budget in USD,Awards,Popular
37,NZIUBSRUR,Documentary,22/05/2018,8.677467875,"A historical drama depicting a pivotal moment in a nation's history, seen through the eyes of ordinary people caught in the midst of extraordinary events.",New York,7430047.547,2,0
1,SYDHTRZYM,Thriller,08/06/2015,4.608465421,A thrilling survival story about a group of people stranded in a dangerous situation and their fight for survival.,New York,71177527.55,0,0
5,IKLXJJKPT,Crime,17/09/2013,8.124023501,A captivating foreign film that showcases the beauty and richness of a different culture.,Los Angeles,68527452.75,1,0
70,VRQJQQVCA,Comedy,13/03/1998,9.458466731,"A talented chef travels the world, collecting culinary inspirations and sharing their passion for food with others.",Paris,29863156.42,2,0
12,KMYNSSWZZ,Crime,01/04/2011,4.18230294,A young woman discovers she possesses magical abilities and must learn to control them before they endanger herself and others.,Toronto,85367976.02,0,0
90,NPQMMYXKN,Fantasy,23/06/1993,8.660258413,A visually stunning animated film that will captivate audiences of all ages.,Sydney,75198032.52,2,0
74,CSDBWOMLV,Action,14/10/2019,9.445270209,"A reclusive writer discovers a portal to another dimension in his attic, leading him on a journey of self-discovery and adventure.",New York,1249818.716,2,1
54,BGMLGTQNO,Romance,21/10/2015,9.94968698,"A shy bookstore owner finds love with a charming customer, but their happiness is threatened by a mysterious illness.",New York,10404543.38,2,1
78,IAJVEDAAU,History,21/07/1988,9.669080327,A heartwarming sports film about a team that overcomes adversity and achieves greatness.,New York,42344192.09,1,0
62,XMWSRZWPS,Family,03/02/1994,9.325211529,A group of archaeologists uncover a hidden tomb filled with ancient treasures and deadly curses.,New York,120712613,2,1
72,EXJVSZYZM,Science Fiction,16/05/2000,8.428742184,A heartwarming romantic comedy about two people who find love in the most unexpected of places.,Toronto,16686725.46,1,0
71,ZSUHEGCJX,Foreign,21/02/1999,6.955384157,A captivating story of forbidden love between a young woman and a member of the royal family.,London,60536710.09,0,0
45,RZQVFSSPB,Science Fiction,23/12/2017,8.948048508,"In a dystopian future, a group of rebels fights against a totalitarian regime that controls people's minds.",Toronto,78253287.35,2,1
5,KHLGQWKHX,Crime,12/08/2014,7.689888934,A captivating foreign film that showcases the beauty and richness of a different culture.,New York,83758265.02,1,0
47,JPJPZAPBR,Documentary,06/04/1991,9.165747523,A documentary that sheds light on the devastating effects of climate change on our planet.,Tokyo,59389624.39,0,0
59,MUWXPVEWI,Animation,08/07/2004,6.656618454,A group of animals embark on a daring rescue mission to save one of their own from a dangerous situation.,Tokyo,32402981.64,0,0
42,IBQQLFORU,Action,08/05/1985,9.048510399,A young woman discovers she is the chosen one destined to bring balance to the universe in a time of great turmoil.,Toronto,33380224.51,1,0
67,FACZZQTJO,Fantasy,02/03/2000,4.226333514,A young inventor builds a time machine and embarks on a journey through history to save the future.,Sydney,68840081.56,0,0
10,KQTXXKGJT,Fantasy,16/03/1992,8.541129577,"In a world where magic is forbidden, a young sorceress must harness her hidden powers to save her homeland from destruction.",Toronto,78504515.99,2,1
57,HPRUUAROS,Crime,06/11/1982,9.562499429,A retired detective investigates a seemingly simple case that leads him down a rabbit hole of conspiracy and betrayal.,Paris,86606374.48,2,1
91,NKFXGGWKB,Adventure,18/09/2021,8.491804595,A group of explorers ventures deep into the Amazon rainforest in search of a lost civilization.,Paris,68572435.4,0,0
89,SGDKTNVLY,Family,23/07/2004,8.114903812,A suspenseful crime thriller that follows a detective unraveling a complex mystery.,Sydney,50732610.03,0,0
3,HHYBWDYZQ,Science Fiction,26/11/1981,8.747947277,A group of misfit heroes must band together to stop a villainous plot that threatens to unleash chaos upon the world.,Toronto,82262819.79,2,1
78,UERJHOBWU,History,27/03/1990,4.239255494,A heartwarming sports film about a team that overcomes adversity and achieves greatness.,Paris,84908135.18,0,0
82,EUONTPDWV,Drama,14/03/2006,9.100904212,A high-powered lawyer takes on a seemingly unwinnable case to defend a client accused of a shocking crime.,New York,42616313.1,1,0
69,MSMBGDAHQ,Thriller,21/08/2007,4.069039465,A suspenseful thriller about a family trapped in their own home by a dangerous intruder.,Paris,85405953.27,0,0
58,JANUIHCGQ,Horror,22/09/2012,8.542456119,"A group of teenagers explore a seemingly abandoned house, only to discover it's haunted by a vengeful spirit.",Paris,54688310.39,0,0
4,KNTQOKRAL,Horror,17/08/1994,6.091047314,A forbidden love blossoms between a vampire and a mortal in a world where supernatural beings are shunned by society.,Tokyo,21458,0,0
17,KGPHSCHXZ,Drama,08/07/2004,9.348658054,"A brilliant scientist invents a revolutionary new technology that could change the world, but faces ethical dilemmas about its potential consequences.",Sydney,79571467.81,2,0
69,OPUXSNHSM,Thriller,24/12/1987,9.556991759,A suspenseful thriller about a family trapped in their own home by a dangerous intruder.,Paris,38352057.59,2,0
63,ONLWCXARO,Documentary,25/02/2012,3.215218035,A historical drama that sheds light on a significant historical figure or event.,Los Angeles,,0,0
94,DHGSFTQWM,Mystery,01/06/1997,8.625944785,"In a future where emotions are outlawed, a rebel group fights to restore freedom and individuality to society.",New York,73865775.57,2,0
24,JAHMJTHVB,Musical,05/12/1993,5.606013053,A group of talented singers compete for a life-changing opportunity in a nationwide singing competition.,New York,87781172.28,0,0
3,OKRDGTECV,Science Fiction,16/03/1992,9.448647007,A group of misfit heroes must band together to stop a villainous plot that threatens to unleash chaos upon the world.,New York,59999672.74,2,0
69,YMKARGTOP,Thriller,17/01/1989,8.857520122,A suspenseful thriller about a family trapped in their own home by a dangerous intruder.,Los Angeles,29813233.52,2,0
40,IJOUUHUET,Fantasy,20/12/1993,8.513167976,A coming-of-age story about a young woman who discovers her family's magical heritage.,London,75373592.93,1,0
36,AFBOTZVBD,Mystery,17/04/2008,8.950910951,"When a series of strange events plague a small town, a group of teenagers must uncover the truth behind the mystery before it's too late.",Sydney,82336857.56,1,0
58,BMJLMVQUO,Horror,30/10/1986,7.669927635,"A group of teenagers explore a seemingly abandoned house, only to discover it's haunted by a vengeful spirit.",London,14266685.91,0,0
49,QJWCMPNSB,History,29/12/2016,3.51469947,A historical drama that explores the life and legacy of a powerful female ruler.,Tokyo,28538571.9,0,0
55,DCTEDCEMP,Comedy,09/01/2015,9.244954919,A down-on-his-luck salesman gets a second chance at life when he discovers a magical briefcase that grants wishes.,London,55920534.27,0,0
24,WMSGAXXFJ,Musical,06/06/1988,5.998376301,A group of talented singers compete for a life-changing opportunity in a nationwide singing competition.,Los Angeles,30601140.99,0,0
33,NGCPKYYUL,Science Fiction,29/04/1984,8.979295947,A disgraced former soldier is recruited by a secret organization to stop a terrorist threat that could plunge the world into chaos.,Tokyo,56007591.14,2,1
18,YSKSLZERE,Action,16/03/2003,8.688214986,"When a group of astronauts crash-lands on a distant planet, they must fight for survival against the planet's hostile inhabitants.",New York,74622532.28,2,0
97,IDUNRADFY,Action,16/02/1989,9.739959423,"In a future where humanity is on the brink of extinction, a group of survivors must fight for their lives against a horde of alien invaders.",Paris,13326132.5,2,1
78,EEYFYDVYI,History,24/02/1982,9.157739428,A heartwarming sports film about a team that overcomes adversity and achieves greatness.,Sydney,56552792.21,0,0
7,JUNOSVZOV,Comedy,21/04/2010,9.085344718,"A high school robotics team builds a robot that becomes a national sensation, teaching them valuable lessons about friendship and teamwork.",New York,60040582.84,1,1
53,OOIYOCAMY,Animation,22/06/2007,8.781152909,A captivating musical film that will transport you with its stunning visuals and powerful music.,Toronto,78768316.6,1,1
46,PUKCDZUDU,Drama,12/11/2000,5.439803834,"A documentary film that sheds light on a social or environmental issue, raising awareness and sparking important conversations.",Paris,64448766.68,0,0
33,LQDPSNSIV,Science Fiction,12/11/2000,8.075681518,A disgraced former soldier is recruited by a secret organization to stop a terrorist threat that could plunge the world into chaos.,Toronto,71220542.04,1,0
81,TRVPFACVQ,Documentary,15/12/1994,8.096102861,This documentary explores the cutthroat world of competitive ballroom dancing.,Paris,15731279.44,1,0
29,SPBMKRSGU,Adventure,12/01/2020,8.673161516,"In a world where dragons roam the skies, a young dragon rider must unite the kingdoms against a common enemy.",Toronto,12789573.33,1,0
12,VKNIXYNIK,Crime,10/06/2001,6.465919132,A young woman discovers she possesses magical abilities and must learn to control them before they endanger herself and others.,New York,81501066.15,0,0
46,XNJFBSQUX,Drama,22/04/1988,9.929423541,"A documentary film that sheds light on a social or environmental issue, raising awareness and sparking important conversations.",Sydney,15730181.27,2,0
32,PEKJOLPOT,War,18/07/2005,9.103188304,A group of World War II veterans reunite decades later to share their stories and commemorate their fallen comrades.,Sydney,33962031.3,1,0
34,ESBGZRVDW,Action,06/06/1988,8.810172103,A suspenseful psychological thriller that keeps you guessing until the very end.,Los Angeles,71324897.09,2,1
87,LKGPMWIDD,History,06/12/2012,3.873949483,A group of musicians from different backgrounds form a band and find success through their unique blend of musical styles.,New York,6379062.311,0,0
25,RBQNFBRKP,Thriller,12/10/2003,4.275968514,"In a world ruled by machines, a lone rebel fights to free humanity from its cybernetic overlords.",Los Angeles,47282119.57,0,0
46,OCSCLDNXH,Drama,12/03/2020,8.829872417,"A documentary film that sheds light on a social or environmental issue, raising awareness and sparking important conversations.",London,49585390.8,2,0
52,YRROEJAJC,Thriller,28/12/1997,6.092359799,"In a kingdom plagued by darkness, a young prince must wield the legendary sword of light to restore peace and harmony.",Toronto,1362119.689,0,0
64,GGQOJQIKW,Adventure,10/12/2014,6.266703606,"A lost civilization is rediscovered deep within the Amazon rainforest, revealing secrets of the past.",London,35989962.62,0,0
76,ZUUUFJSBC,Comedy,30/10/1986,8.887071586,A heartwarming coming-of-age story about a young person navigating the challenges and triumphs of adolescence.,New York,81738098.59,1,1
73,IMAOFPLIV,Science Fiction,24/09/1998,6.094128168,"When a deadly virus spreads through a crowded city, a team of first responders must race against time to contain the outbreak.",Los Angeles,38935691.66,0,0
18,LGBHRCRUX,Action,09/12/2006,8.083154293,"When a group of astronauts crash-lands on a distant planet, they must fight for survival against the planet's hostile inhabitants.",Sydney,82299695.53,1,0
4,IMOMNUDZZ,Horror,21/08/1996,7.321413529,A forbidden love blossoms between a vampire and a mortal in a world where supernatural beings are shunned by society.,New York,29101510.06,0,0
7,IEYDKRIOS,Comedy,20/04/1983,8.008300894,"A high school robotics team builds a robot that becomes a national sensation, teaching them valuable lessons about friendship and teamwork.",Sydney,45974600.87,1,1
3,FCMCJREBB,Science Fiction,06/06/1999,9.652742399,A group of misfit heroes must band together to stop a villainous plot that threatens to unleash chaos upon the world.,Los Angeles,76030194.9,1,1
48,PSJQRNVDY,Thriller,15/10/2016,8.36553034,A group of teenagers form a secret society dedicated to solving mysteries and uncovering hidden truths in their town.,Los Angeles,88349076.21,1,1
76,MFUXZBSJP,Comedy,22/01/2018,9.318131663,A heartwarming coming-of-age story about a young person navigating the challenges and triumphs of adolescence.,New York,68568030.37,2,0
37,LEVSZNUSH,Documentary,09/08/2020,9.11174479,"A historical drama depicting a pivotal moment in a nation's history, seen through the eyes of ordinary people caught in the midst of extraordinary events.",Sydney,31584387.85,2,0
48,SEMUYUICR,Thriller,14/11/1986,9.52716121,A group of teenagers form a secret society dedicated to solving mysteries and uncovering hidden truths in their town.,Los Angeles,28940092.73,2,0
82,CWRGUGDFZ,Drama,24/11/2006,3.81139311,A high-powered lawyer takes on a seemingly unwinnable case to defend a client accused of a shocking crime.,Sydney,6079585.138,0,0
51,SLSVKEIEA,Mystery,22/08/1993,7.864317204,A series of seemingly unrelated events leads a group of strangers to discover a hidden conspiracy that threatens their lives.,Los Angeles,19060017.71,1,0
